VIN (1-10);County;City;State;Postal Code;Model Year;Make;Model;Electric Vehicle Type;Clean Alternative Fuel Vehicle (CAFV) Eligibility;Electric Range;Base MSRP;Legislative District;DOL Vehicle ID;Vehicle Location;Electric Utility;2020 Census Tract
WBY73AW03N;King;Bellevue;WA;98005;2022;BMW;I4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;215062312;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022805
1G1FW6S05J;King;Seattle;WA;98104;2018;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;0;37;305691221;POINT (-122.329075 47.6018);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033009200
YSMFE3KA6R;King;Sammamish;WA;98074;2024;POLESTAR;PS2;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;45;258887807;POINT (-122.0313266 47.6285782);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032317
KNDCD3LD0N;King;Newcastle;WA;98056;2022;KIA;NIRO;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;26;0;41;194622592;POINT (-122.180505 47.500055);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024703
YSMED3KA3P;King;Seattle;WA;98109;2023;POLESTAR;PS2;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;36;228728979;POINT (-122.34848 47.632405);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007203
WBY8P8C52K;King;Tukwila;WA;98168;2019;BMW;I3;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;126;0;11;228772183;POINT (-122.286465 47.476);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033026200
YV4H60DM6R;King;Seattle;WA;98105;2024;VOLVO;XC60;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;0;43;249923607;POINT (-122.319115 47.66132);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033004500
1G1FY6S07N;King;Bothell;WA;98011;2022;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;1;206988323;POINT (-122.20578 47.762405);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021804
WMW13DJ08N;Snohomish;Bothell;WA;98012;2022;MINI;HARDTOP;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;44;204846253;POINT (-122.1873 47.820245);PUGET SOUND ENERGY INC;53061052005
4JGDM4EB8P;King;Bothell;WA;98011;2023;MERCEDES-BENZ;EQS-CLASS SUV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;1;256185968;POINT (-122.20578 47.762405);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021804
JN1BF0AA9P;Snohomish;Lake Stevens;WA;98258;2023;NISSAN;ARIYA;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;44;255366513;POINT (-122.112265 48.0047);PUGET SOUND ENERGY INC;53061052604
5YJXCDE27H;Clark;Vancouver;WA;98682;2017;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;200;0;17;218503484;POINT (-122.5146473 45.67862);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041335
YV4ED3UR9N;Kitsap;Poulsbo;WA;98370;2022;VOLVO;XC40;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;23;182718476;POINT (-122.64177 47.737525);PUGET SOUND ENERGY INC;53035090502
5YJ3E1EC7M;King;Kirkland;WA;98033;2021;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;180377879;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022604
5YJSA1CP3C;King;Kirkland;WA;98034;2012;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;265;59900;1;245881086;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022204
WVWKR7AU2K;King;Bellevue;WA;98004;2019;VOLKSWAGEN;E-GOLF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;125;0;48;477466041;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024001
1FTVW1EV3P;Cowlitz;Longview;WA;98632;2023;FORD;F-150;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;19;229870203;POINT (-122.9379953 46.1372997);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY;53015000902
5YJYGDEF1M;King;Kent;WA;98030;2021;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;47;253568822;POINT (-122.199755 47.37483);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029506
1C4JJXP60N;Clark;Camas;WA;98607;2022;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;0;18;197343548;POINT (-122.405565 45.59009);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041325
1N4AZ1BV7M;King;Redmond;WA;98052;2021;NISSAN;LEAF;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;153740583;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022902
5YJSA1E21M;King;Kirkland;WA;98033;2021;TESLA;MODEL S;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;45;138954812;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022501
WDDVP9AB4E;King;Seattle;WA;98103;2014;MERCEDES-BENZ;B-CLASS;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;87;0;43;269019915;POINT (-122.34301 47.659185);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033005000
1G1RC6S53G;Clark;Vancouver;WA;98683;2016;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;53;0;17;103961322;POINT (-122.4853873 45.6083347);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041309
3FMTK1SS4P;King;Kent;WA;98042;2023;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;47;237728067;POINT (-122.111625 47.36078);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031707
KM8KNDAF7P;King;Bellevue;WA;98008;2023;HYUNDAI;IONIQ 5;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;251411681;POINT (-122.11832 47.6245);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023403
KNDCR3L1XR;King;Tukwila;WA;98188;2024;KIA;NIRO;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;11;258586044;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200
WB523CF00N;Clark;Brush Prairie;WA;98606;2022;BMW;IX;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;18;214815142;POINT (-122.5485715 45.7336587);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040603
5NMMCET19R;Thurston;Rochester;WA;98579;2024;GENESIS;GV70;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;20;253647936;POINT (-123.09575 46.82114);PUGET SOUND ENERGY INC;53067012730
YV4BR0DM0J;King;Seattle;WA;98125;2018;VOLVO;XC60;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;17;52900;46;264614920;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001202
KNDRMDLH3P;King;Seattle;WA;98125;2023;KIA;SORENTO;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;46;251099782;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000700
2C4RC1S75M;King;Seattle;WA;98133;2021;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;46;147054274;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000602
KNDRMDLHXN;Cowlitz;Woodland;WA;98674;2022;KIA;SORENTO;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;20;203270119;POINT (-122.73125 45.923065);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY;53015001501
WBY73AW07N;King;Des Moines;WA;98198;2022;BMW;I4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;30;213373534;POINT (-122.3219166 47.4013897);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033030003
7FCTGBAA2P;King;Seattle;WA;98103;2023;RIVIAN;R1T;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;46;261237651;POINT (-122.34301 47.659185);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033002700
1N4AZ1CPXL;King;Shoreline;WA;98133;2020;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;149;0;32;237906875;POINT (-122.34584 47.76726);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033020700
JN1AZ0CP8C;King;Seattle;WA;98112;2012;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;73;0;43;105623423;POINT (-122.30764 47.62523);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006400
JTMEB3FV5M;Clark;Vancouver;WA;98664;2021;TOYOTA;RAV4 PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;42;0;49;187572031;POINT (-122.589388 45.6228731);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041205
5LMYJ9YY8N;King;Renton;WA;98059;2022;LINCOLN;AVIATOR;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;0;11;205610814;POINT (-122.15734 47.487175);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033025101
YV4ED3GM1P;Kitsap;Bremerton;WA;98312;2023;VOLVO;C40;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;35;224142208;POINT (-122.65223 47.57192);PUGET SOUND ENERGY INC;53035080900
3FA6P0PU7F;King;Seattle;WA;98108;2015;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;19;0;11;244800706;POINT (-122.3268963 47.5499519);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033010402
JF2GTDNC8K;King;Seattle;WA;98102;2019;SUBARU;CROSSTREK;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;17;34995;43;187169482;POINT (-122.32226 47.64058);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007501
JHMZC5F12J;King;Shoreline;WA;98177;2018;HONDA;CLARITY;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;47;0;32;304907004;POINT (-122.382425 47.77279);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033020800
WBY1Z4C51G;King;Kirkland;WA;98033;2016;BMW;I3;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;72;0;48;154767427;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022603
7PDSGABL5P;King;Bothell;WA;98011;2023;RIVIAN;R1S;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;1;236544570;POINT (-122.20578 47.762405);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022001
1N4AZ1CV6M;King;Seattle;WA;98125;2021;NISSAN;LEAF;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;46;252159666;POINT (-122.296385 47.71558);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033001100
5UXKT0C39H;King;Clyde Hill;WA;98004;2017;BMW;X5;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;14;0;48;198524511;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024100
1G1RB6E45D;King;Auburn;WA;98002;2013;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;0;47;3858347;POINT (-122.222855 47.305065);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033030503
YSMED3KA5P;King;Sammamish;WA;98074;2023;POLESTAR;PS2;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;45;219090630;POINT (-122.0313266 47.6285782);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032217
5YJ3E1EC3N;King;Seattle;WA;98103;2022;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;46;193067773;POINT (-122.34301 47.659185);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033002700
4JGGM2CB7P;King;Kirkland;WA;98033;2023;MERCEDES-BENZ;EQE-CLASS SUV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;240377560;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022501
WVGRMPE2XM;King;Seattle;WA;98122;2021;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;37;156764401;POINT (-122.30839 47.610365);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007800
WB523CF08P;King;Bellevue;WA;98005;2023;BMW;IX;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;251028480;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023702
JTMAB3FV8M;Clark;Vancouver;WA;98661;2021;TOYOTA;RAV4 PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;42;0;49;179512595;POINT (-122.641835 45.638545);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011042800
WP0AD2Y11N;King;Issaquah;WA;98029;2022;PORSCHE;TAYCAN;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;5;207729021;POINT (-121.9993659 47.5484866);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032220
1C4RJYB64P;King;Tukwila;WA;98188;2023;JEEP;GRAND CHEROKEE;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;0;11;244092579;POINT (-122.29179 47.43473);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033028200
YV4BR0DM1N;King;Seattle;WA;98122;2022;VOLVO;XC60;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;18;0;37;180300095;POINT (-122.30839 47.610365);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007902
YV4BR0DL3L;King;Kirkland;WA;98034;2020;VOLVO;XC60;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;18;0;45;107758185;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021905
5YJXCBE24H;Thurston;Olympia;WA;98501;2017;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;200;0;22;4402429;POINT (-122.89692 47.043535);PUGET SOUND ENERGY INC;53067010802
KNDCC3LG5K;Thurston;Olympia;WA;98512;2019;KIA;NIRO;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;239;0;22;1939122;POINT (-122.9131017 47.0135926);PUGET SOUND ENERGY INC;53067011000
WBY1Z6C33H;Kitsap;Kingston;WA;98346;2017;BMW;I3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;81;0;23;215241162;POINT (-122.50156 47.8019);PUGET SOUND ENERGY INC;53035940000
KL8CK6S02G;Kitsap;Bremerton;WA;98337;2016;CHEVROLET;SPARK;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;82;0;26;171951461;POINT (-122.635905 47.57097);PUGET SOUND ENERGY INC;53035081200
JTJAAAAB4P;King;Bellevue;WA;98004;2023;LEXUS;RZ 450E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;41;236132592;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023601
1FT6W1EV7P;Clark;Washougal;WA;98671;2023;FORD;F-150;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;18;230684212;POINT (-122.35465 45.58359);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040605
WA1AAAGE4N;King;Seattle;WA;98112;2022;AUDI;E-TRON;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;43;213727440;POINT (-122.30764 47.62523);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006300
1N4AZ0CP1G;Kitsap;Bainbridge Island;WA;98110;2016;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;0;23;234692783;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090800
1FTVW1EV8P;King;Bothell;WA;98011;2023;FORD;F-150;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;1;258398836;POINT (-122.20578 47.762405);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021802
WA1BCBFZ1P;King;Bellevue;WA;98005;2023;AUDI;Q4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;237887331;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023702
1G1FZ6S0XK;Clark;Vancouver;WA;98682;2019;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;0;17;255291795;POINT (-122.5146473 45.67862);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040711
7FCTGAAL5N;King;Seattle;WA;98122;2022;RIVIAN;R1T;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;43;259629709;POINT (-122.30839 47.610365);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007502
1G1FW6S03P;King;Seattle;WA;98112;2023;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;43;227310625;POINT (-122.30764 47.62523);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006400
SADHD2S15N;King;Kirkland;WA;98034;2022;JAGUAR;I-PACE;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;45;179456553;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021904
1G1FW6S04J;Kitsap;Port Orchard;WA;98367;2018;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;0;26;208381491;POINT (-122.6847073 47.50524);PUGET SOUND ENERGY INC;53035092802
1G1RC6E40F;Jefferson;Brinnon;WA;98320;2015;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;0;24;475182025;POINT (-122.9415583 47.6484648);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF MASON COUNTY|PUD NO 1 OF JEFFERSON COUNTY;53031950702
KNDRMDLH5N;King;Redmond;WA;98052;2022;KIA;SORENTO;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;48;209789135;POINT (-122.12302 47.67668);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022802
5YJXCBE46L;King;Kirkland;WA;98034;2020;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;293;0;1;4955842;POINT (-122.209285 47.71124);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022300
W1N9M1DB7P;King;Bellevue;WA;98005;2023;MERCEDES-BENZ;EQB-CLASS;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;238965632;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023701
1N4AZ1BV5N;King;Bellevue;WA;98006;2022;NISSAN;LEAF;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;41;197448576;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024904
WVGJNPE27N;King;Seattle;WA;98177;2022;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;32;213572852;POINT (-122.382425 47.77279);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033000500
5YJSA1E51N;King;Auburn;WA;98092;2022;TESLA;MODEL S;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;47;208740941;POINT (-122.1820969 47.3198995);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033031207
YV4BC0PM0H;King;Bellevue;WA;98006;2017;VOLVO;XC90;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;14;0;41;105053826;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024904
5YJXCDE25H;King;Bellevue;WA;98008;2017;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;200;0;48;349080014;POINT (-122.11832 47.6245);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022901
WA1G2AFY6N;Clark;Vancouver;WA;98682;2022;AUDI;Q5;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;23;0;17;211484374;POINT (-122.5146473 45.67862);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040713
JTMAB3FV1M;Clark;Vancouver;WA;98660;2021;TOYOTA;RAV4 PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;42;0;49;182760756;POINT (-122.675975 45.630465);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011041900
WA1VABGE2M;King;Bellevue;WA;98005;2021;AUDI;E-TRON;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;222;0;41;252739714;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023604
JTMFB3FV8N;King;Kent;WA;98031;2022;TOYOTA;RAV4 PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;42;0;33;211081839;POINT (-122.2012521 47.3931814);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033029305
WAUTPBFF6J;King;Kirkland;WA;98033;2018;AUDI;A3;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;16;0;48;273428865;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022703
2C4RC1S74M;King;Bothell;WA;98011;2021;CHRYSLER;PACIFICA;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;32;0;1;152412998;POINT (-122.20578 47.762405);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021804
1G1RD6E47B;Cowlitz;Castle Rock;WA;98611;2011;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;0;19;140033211;POINT (-122.90778 46.2744);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY;53015002001
WBY1Z4C55F;Snohomish;Lake Stevens;WA;98258;2015;BMW;I3;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;72;0;44;214760332;POINT (-122.112265 48.0047);PUGET SOUND ENERGY INC;53061052706
WA1VAAGE6K;King;Bellevue;WA;98004;2019;AUDI;E-TRON;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;204;0;41;251219370;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023807
W1KCG4EB1P;King;Bellevue;WA;98004;2023;MERCEDES-BENZ;EQS-CLASS SEDAN;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;48;230071649;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024002
5YJSA1DN6D;King;Bellevue;WA;98004;2013;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;69900;48;121038802;POINT (-122.201905 47.61385);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023701
1C4RJYB63N;King;Woodinville;WA;98072;2022;JEEP;GRAND CHEROKEE;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;0;45;229475718;POINT (-122.151665 47.75855);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033021802
7SAYGDED3P;King;Bellevue;WA;98006;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;41;259081819;POINT (-122.16937 47.571015);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033024704
5YJSA1E24K;King;Bellevue;WA;98005;2019;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;270;0;48;304328048;POINT (-122.16085 47.624515);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033023701
3FMTK2SU7P;King;Seattle;WA;98102;2023;FORD;MUSTANG MACH-E;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;43;256169091;POINT (-122.32226 47.64058);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033006600
1V2DNPE81P;Clark;Vancouver;WA;98685;2023;VOLKSWAGEN;ID.4;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;18;228808247;POINT (-122.70302 45.703706);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA);53011040907
7SAXCAE51P;Cowlitz;Longview;WA;98632;2023;TESLA;MODEL X;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;0;19;234928935;POINT (-122.9379953 46.1372997);BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY;53015000902
5YJXCDE28L;King;Kirkland;WA;98033;2020;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;289;0;45;126089547;POINT (-122.20264 47.6785);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033022402
